idfield;cropseason;village;soil;area;tillagesystem;CAyear;sowdate;x24d;glypho;manure;urea;npk;nitrogen;rainsow;rainflow;raincycle;rainyear;yield
F2007080518;Y07_08;Ambohitsilaozana;lowland;16.3;till;Y0;2007-12-17;N;N;1533.7;0.0;0.0;0.0;82.4;67.2;804.92;844.8;2061.3
F2007080519;Y07_08;Ambohitsilaozana;lowland;8.0;till;Y0;2007-12-15;N;N;1562.5;0.0;0.0;0.0;67.5;132.9;804.92;844.8;3012.5
F2007080520;Y07_08;Ambohitsilaozana;lowland;8.2;till;Y0;2007-12-15;N;N;3048.8;0.0;0.0;0.0;67.5;132.9;804.92;844.8;1268.3
F2007080521;Y07_08;Ambohitsilaozana;lowland;75.0;till;Y0;2007-12-13;N;N;666.7;66.7;0.0;30.682;0.0;291.3;804.42;844.8;2394.7
F2007080522;Y07_08;Ambohitsilaozana;lowland;13.0;ca;Y1;2007-12-21;N;Y;0.0;76.9;0.0;35.374;112.7;68.7;804.92;844.8;1323.1
F2007080523;Y07_08;Ambohitsilaozana;lowland;17.0;till;Y0;2007-12-21;N;N;1470.6;47.1;88.2;31.368;112.7;68.7;804.92;844.8;1335.3
F2007080524;Y07_08;Ambohitsilaozana;lowland;218.0;ca;Y1;2008-01-03;Y;Y;0.0;0.0;65.0;7.15;86.9;1.2;665.5;844.8;2931.2
F2007080525;Y07_08;Ambohitsilaozana;lowland;64.0;ca;Y1;2008-01-04;Y;Y;3000.0;100.0;179.7;65.767;86.9;1.2;664.7;844.8;4614.1
F2007080528;Y07_08;Ambohitsilaozana;lowland;42.0;ca;Y1;2008-01-12;N;N;4000.0;0.0;0.0;0.0;35.2;9.1;641.5;844.8;3090.5
F2007080529;Y07_08;Ambohitsilaozana;lowland;40.0;ca;Y1;2007-11-03;N;N;0.0;0.0;37.5;4.125;0.9;49.9;774.22;844.8;3300.0
F2007080530;Y07_08;Ambohitsilaozana;lowland;73.1;till;Y0;2007-12-26;N;N;5128.6;0.0;16.4;1.804;140.0;32.2;722.12;844.8;2469.9
F2007080531;Y07_08;Ambohitsilaozana;lowland;36.5;ca;Y1;2007-12-21;N;Y;2054.8;0.0;68.5;7.535;112.7;68.7;804.92;844.8;2528.8
F2007080532;Y07_08;Ambohitsilaozana;lowland;30.3;ca;Y1;2007-12-24;N;Y;2475.2;0.0;66.0;7.26;140.0;32.2;727.92;844.8;2759.1
F2007080533;Y07_08;Ambohitsilaozana;lowland;36.0;till;Y0;2007-12-29;N;N;2083.3;0.0;55.6;6.116;117.7;33.3;692.82;844.8;1936.1
F2007080534;Y07_08;Ambohitsilaozana;lowland;100.0;ca;Y2;2008-01-04;N;N;0.0;50.0;50.0;28.5;86.9;1.2;664.72;844.8;2643.2
F2007080535;Y07_08;Ambohitsilaozana;lowland;15.0;ca;Y1;2007-12-24;Y;Y;1666.7;100.0;0.0;46.0;140.0;32.2;727.92;844.8;2940.0
F2007080536;Y07_08;Ambohitsilaozana;lowland;36.0;ca;Y1;2007-12-29;N;N;694.4;41.7;83.3;28.345;117.7;33.3;692.82;844.8;1236.1
F2007080537;Y07_08;Ambohitsilaozana;lowland;60.3;ca;Y2;2008-01-01;Y;Y;0.0;107.8;82.9;58.707;88.4;15.6;665.52;844.8;2134.3
F2007080538;Y07_08;Ambohitsilaozana;lowland;40.0;ca;Y2;2007-12-28;Y;Y;0.0;50.0;100.0;34.0;145.1;32.2;718.12;844.8;3120.0
F2007080539;Y07_08;Ambohitsilaozana;lowland;22.0;ca;Y2;2007-12-24;Y;Y;0.0;63.6;90.9;39.255;140.0;32.2;727.92;844.8;4254.5
F2007080540;Y07_08;Ambohitsilaozana;lowland;41.0;ca;Y2;2008-01-04;Y;Y;0.0;51.2;97.6;34.288;86.9;1.2;664.72;844.8;4535.4
F2007080541;Y07_08;Ambohitsilaozana;lowland;5.5;ca;Y1;2008-01-02;N;N;4545.5;0.0;0.0;0.0;88.9;1.6;665.52;844.8;3636.4
F2007080542;Y07_08;Ambohitsilaozana;lowland;100.0;ca;Y3;2008-01-12;N;N;0.0;0.0;0.0;0.0;35.2;9.1;641.52;844.8;2710.0
F2007080543;Y07_08;Ambohitsilaozana;hillside;243.0;ca;Y1;2007-12-09;Y;Y;0.0;45.3;93.0;31.068;0.0;291.9;803.92;844.8;950.2
F2007080544;Y07_08;Ambohitsilaozana;hillside;105.0;ca;Y1;2007-12-06;Y;Y;0.0;33.3;67.0;22.688;0.2;271.2;803.72;844.8;835.2
F2007080545;Y07_08;Ambohitsilaozana;lowland;20.0;ca;Y2;2007-12-25;Y;Y;0.0;100.0;125.0;59.75;140.0;32.2;722.52;844.8;890.0
F2007080546;Y07_08;Ambohitsilaozana;lowland;10.0;till;Y0;2007-12-12;N;N;2500.0;0.0;0.0;0.0;0.0;291.3;803.92;844.8;2110.0
F2007080547;Y07_08;Ambohitsilaozana;lowland;18.0;till;Y0;2007-12-28;N;N;2083.3;0.0;0.0;0.0;145.1;32.2;718.12;844.8;1100.0
F2007080548;Y07_08;Ambohitsilaozana;lowland;32.9;till;Y0;2007-12-05;N;N;2276.9;30.4;0.0;13.984;3.4;298.3;803.72;844.8;774.1
F2007080549;Y07_08;Ambohitsilaozana;lowland;17.4;till;Y0;2008-01-05;N;N;2873.6;46.0;0.0;21.16;61.6;1.2;660.42;844.8;2206.9
F2007080550;Y07_08;Ambohitsilaozana;lowland;35.0;ca;Y1;2007-11-22;N;N;2857.1;28.6;0.0;13.156;12.1;273.12;798.72;844.8;2862.9
F2007080551;Y07_08;Ambohitsilaozana;lowland;15.0;ca;Y1;2007-12-26;N;N;3333.3;26.7;0.0;12.282;140.0;32.2;722.12;844.8;2486.7
F2007080552;Y07_08;Ambohitsilaozana;lowland;19.0;till;Y0;2007-12-26;N;N;1973.7;0.0;0.0;0.0;140.0;32.2;722.12;844.8;952.6
F2007080554;Y07_08;Ambohitsilaozana;lowland;9.4;till;Y0;2007-12-21;N;N;6000.0;10.6;0.0;4.876;112.7;68.7;804.92;844.8;3266.0
F2007080555;Y07_08;Ambohitsilaozana;lowland;85.0;till;Y0;2008-01-02;Y;N;1470.6;0.0;0.0;0.0;88.9;1.6;665.52;844.8;2720.0
F2007080556;Y07_08;Ambohitsilaozana;lowland;10.9;till;Y0;2007-12-26;N;N;2289.4;27.5;0.0;12.65;140.0;32.2;722.12;844.8;2646.5
F2007080557;Y07_08;Ambohitsilaozana;lowland;8.0;till;Y0;2008-01-18;N;N;0.0;0.0;0.0;0.0;22.6;8.6;642.62;844.8;2162.5
F2007080559;Y07_08;Ambohitsilaozana;lowland;10.0;till;Y0;2008-01-05;N;N;2500.0;0.0;0.0;0.0;61.6;1.2;660.42;844.8;3870.0
F2007080560;Y07_08;Ambohitsilaozana;lowland;45.0;till;Y0;2008-01-01;N;N;1666.7;0.0;0.0;0.0;88.4;15.6;665.52;844.8;3013.3
F2007080561;Y07_08;Ambohitsilaozana;lowland;15.0;till;Y0;2007-12-26;N;N;0.0;0.0;0.0;0.0;140.0;32.2;722.12;844.8;2653.3
F2007080562;Y07_08;Ambohitsilaozana;lowland;4.0;till;Y0;2007-12-26;N;N;0.0;62.5;25.0;31.5;140.0;32.2;722.12;844.8;3250.0
F2007080564;Y07_08;Ambohitsilaozana;lowland;7.2;till;Y0;2007-12-01;N;N;1733.7;0.0;0.0;0.0;3.4;281.82;803.42;844.8;2732.3
F2007080565;Y07_08;Ambohitsilaozana;lowland;15.0;till;Y0;2007-11-30;N;N;5000.0;120.0;46.7;60.337;3.4;204.22;801.92;844.8;3153.3
F2007080566;Y07_08;Ambohitsilaozana;lowland;8.0;till;Y0;2007-12-03;N;N;3115.3;0.0;49.8;5.478;3.4;297.12;803.22;844.8;2093.5
F2007080567;Y07_08;Ambohitsilaozana;lowland;10.0;till;Y0;2007-12-01;N;N;2500.0;0.0;50.0;5.5;3.4;281.82;803.42;844.8;2400.0
F2007080568;Y07_08;Ambohitsilaozana;lowland;3.9;till;Y0;2008-01-18;N;N;0.0;0.0;0.0;0.0;22.6;8.6;642.62;844.8;2628.9
F2007080569;Y07_08;Ambohitsilaozana;lowland;13.0;ca;Y2;2007-12-22;Y;N;1923.1;46.2;0.0;21.252;128.9;37.4;777.52;844.8;2915.4
F2007080570;Y07_08;Ambohitsilaozana;lowland;11.1;ca;Y1;2007-11-24;N;N;0.0;0.0;0.0;0.0;12.3;231.12;798.72;844.8;3177.7
F2007080571;Y07_08;Ambohitsilaozana;lowland;2.5;ca;Y1;2008-01-06;N;N;0.0;0.0;0.0;0.0;45.4;1.2;660.42;844.8;3960.0
F2007080572;Y07_08;Ambohitsilaozana;lowland;36.0;till;Y0;2007-12-28;N;N;2083.3;0.0;0.0;0.0;145.1;32.2;718.1;844.8;3750.0
F2007080573;Y07_08;Ambohitsilaozana;lowland;11.3;till;Y0;2008-01-04;N;N;0.0;62.1;0.0;28.566;86.9;1.2;664.7;844.8;798.6
F2007080574;Y07_08;Ambohitsilaozana;lowland;3.9;till;Y0;2008-01-02;N;N;6410.3;0.0;0.0;0.0;88.9;1.6;665.5;844.8;2871.8
F2007080575;Y07_08;Ambohitsilaozana;lowland;45.0;ca;Y1;2007-12-21;N;N;0.0;0.0;0.0;0.0;112.7;68.7;804.9;844.8;3544.4
F2007080576;Y07_08;Ambohitsilaozana;lowland;50.0;till;Y0;2008-01-04;N;N;1000.0;0.0;0.0;0.0;86.9;1.2;664.7;844.8;3018.0
F2007080578;Y07_08;Ambohitsilaozana;lowland;5.0;till;Y0;2008-01-02;N;N;1500.0;0.0;0.0;0.0;88.9;1.6;665.5;844.8;820.0
F2007080579;Y07_08;Ambohitsilaozana;lowland;15.0;till;Y0;2007-12-23;N;N;3333.3;0.0;0.0;0.0;131.4;34.1;737.4;844.8;3826.7
F2007080580;Y07_08;Ambohitsilaozana;lowland;4.0;till;Y0;2007-12-04;N;N;3125.0;0.0;0.0;0.0;3.4;297.5;803.2;844.8;2600.0
F2007080581;Y07_08;Ambohitsilaozana;lowland;37.0;ca;Y2;2007-12-26;N;N;675.7;108.1;94.6;60.132;140.0;32.2;722.1;844.8;4775.7
F2007080582;Y07_08;Ambohitsilaozana;lowland;7.0;till;Y0;2008-01-08;N;N;0.0;0.0;0.0;0.0;34.3;3.2;650.4;844.8;1857.1
F2007080583;Y07_08;Ambohitsilaozana;lowland;5.8;till;Y0;2008-01-04;N;N;0.0;0.0;0.0;0.0;86.9;1.2;664.7;844.8;1531.8
F2007080584;Y07_08;Ambohitsilaozana;lowland;5.2;till;Y0;2007-12-26;N;N;1500.0;134.6;25.0;64.666;140.0;32.2;722.1;844.8;3153.8
F2007080585;Y07_08;Ambohitsilaozana;lowland;8.4;till;Y0;2008-01-08;N;N;0.0;0.0;0.0;0.0;34.3;3.2;650.4;844.8;1312.6
F2007080586;Y07_08;Ambohitsilaozana;lowland;5.9;till;Y0;2008-01-04;N;N;0.0;0.0;0.0;0.0;86.9;1.2;664.7;844.8;1477.1
F2007080587;Y07_08;Ambohitsilaozana;lowland;7.6;till;Y0;2007-12-29;N;N;0.0;0.0;0.0;0.0;117.7;33.3;692.8;844.8;2671.1
F2007080588;Y07_08;Ambohitsilaozana;lowland;7.6;till;Y0;2007-12-29;N;N;0.0;78.6;0.0;36.156;117.7;33.3;692.8;844.8;2542.6
F2007080589;Y07_08;Ambohitsilaozana;lowland;12.1;till;Y0;2007-12-27;N;N;0.0;57.9;0.0;26.634;140.8;32.2;717.5;844.8;1995.0
F2007080590;Y07_08;Ambohitsilaozana;lowland;42.1;till;Y0;2007-12-19;N;N;0.0;0.0;0.0;0.0;87.4;70.6;804.9;844.8;3566.7
F2007080591;Y07_08;Ambohitsilaozana;lowland;24.0;till;Y0;2008-01-04;N;N;0.0;0.0;0.0;0.0;86.9;1.2;664.7;844.8;1975.0
F2007080592;Y07_08;Ambohitsilaozana;lowland;7.0;till;Y0;2008-01-30;N;N;1780.6;42.7;85.5;29.047;229.2;1.2;517.2;844.8;3062.7
F2007080594;Y07_08;Ambohitsilaozana;lowland;26.6;till;Y0;2008-01-05;N;N;1409.8;22.6;22.6;12.882;61.6;1.2;660.4;844.8;3236.8
F2007080595;Y07_08;Ambohitsilaozana;lowland;47.1;till;Y0;2008-01-12;N;N;0.0;42.5;0.0;19.55;35.2;9.1;641.5;844.8;1021.2
F2007080596;Y07_08;Ambohitsilaozana;hillside;14.7;till;Y0;2007-12-26;N;N;1600.0;95.2;86.0;53.252;140.0;32.2;722.1;844.8;2034.0
F2007080597;Y07_08;Ambohitsilaozana;lowland;83.0;till;Y0;2007-12-28;N;N;0.0;54.2;0.0;24.932;145.1;32.2;718.1;844.8;3949.4
F2007080598;Y07_08;Ambohitsilaozana;lowland;23.0;till;Y0;2007-12-29;N;N;4347.8;65.2;0.0;29.992;117.7;33.3;692.8;844.8;3008.7
F2007080599;Y07_08;Ambohitsilaozana;lowland;23.5;till;Y0;2008-01-03;N;N;1064.7;0.0;0.0;0.0;86.9;1.2;665.5;844.8;3407.2
F2007080600;Y07_08;Ambohitsilaozana;lowland;50.0;till;Y0;2007-12-31;N;N;2000.0;0.0;0.0;0.0;78.1;33.2;674.1;844.8;2000.0
F2007080601;Y07_08;Ambohitsilaozana;lowland;28.6;till;Y0;2008-01-09;N;N;1312.6;0.0;0.0;0.0;35.7;7.6;645.0;844.8;4200.2
F2007080602;Y07_08;Ambohitsilaozana;lowland;12.8;ca;Y1;2008-01-06;N;N;1953.1;0.0;0.0;0.0;45.4;1.2;660.4;844.8;2976.6
F2007080603;Y07_08;Ambohitsilaozana;lowland;7.4;till;Y0;2008-01-03;N;N;3392.1;54.3;67.8;32.436;86.9;1.2;665.5;844.8;3080.1
F2007080604;Y07_08;Ambohitsilaozana;lowland;14.0;till;Y0;2008-01-06;N;N;1785.7;0.0;0.0;0.0;45.4;1.2;660.4;844.8;1685.7
F2007080605;Y07_08;Ambohitsilaozana;lowland;13.2;till;Y0;2008-01-07;N;N;1893.9;0.0;0.0;0.0;42.9;1.3;658.6;844.8;3265.2
F2007080606;Y07_08;Ambohitsilaozana;lowland;9.0;till;Y0;2007-12-29;N;N;2784.0;55.7;111.4;37.876;117.7;33.3;692.8;844.8;2271.7
F2007080607;Y07_08;Ambohitsilaozana;lowland;9.1;till;Y0;2008-01-03;N;N;2738.2;32.9;65.7;22.361;86.9;1.2;665.5;844.8;4468.8
F2007080608;Y07_08;Ambohitsilaozana;lowland;9.5;till;Y0;2008-01-09;N;N;2631.6;126.0;0.0;57.96;35.7;7.6;645.0;844.8;3895.0
F2007080609;Y07_08;Ambohitsilaozana;lowland;17.0;till;Y0;2008-01-04;N;N;1470.6;58.8;147.1;43.229;86.9;1.2;664.7;844.8;1164.7
F2007080610;Y07_08;Ambohitsilaozana;lowland;27.1;till;Y0;2007-12-31;N;N;0.0;0.0;0.0;0.0;78.1;33.2;674.1;844.8;2759.5
F2007080611;Y07_08;Ambohitsilaozana;lowland;17.6;till;Y0;2008-01-06;N;N;2849.0;28.5;0.0;13.11;45.4;1.2;660.4;844.8;3059.3
F2007080612;Y07_08;Ambohitsilaozana;lowland;16.6;ca;Y1;2007-12-19;N;N;4518.1;30.1;0.0;13.846;87.4;70.6;804.9;844.8;3120.5
F2007080613;Y07_08;Ambohitsilaozana;lowland;20.5;till;Y0;2007-12-07;N;N;3662.1;0.0;24.4;2.684;0.2;286.7;803.7;844.8;3335.0
F2007080614;Y07_08;Ambohitsilaozana;lowland;73.0;till;Y0;2008-01-04;N;N;1027.4;0.0;0.0;0.0;86.9;1.2;664.7;844.8;2543.8
F2007080615;Y07_08;Ambohitsilaozana;lowland;24.0;ca;Y1;2007-12-31;N;N;1041.7;41.7;0.0;19.182;78.1;33.2;674.1;844.8;3750.0
F2007080616;Y07_08;Ambohitsilaozana;lowland;13.0;till;Y0;2008-01-02;N;N;0.0;0.0;0.0;0.0;88.9;1.6;665.5;844.8;3192.3
F2007080617;Y07_08;Ambohitsilaozana;lowland;45.0;till;Y0;2007-11-13;N;N;1111.1;0.0;0.0;0.0;8.9;176.3;806.4;844.8;3693.3
F2007080618;Y07_08;Ambohitsilaozana;lowland;13.0;ca;Y1;2007-12-26;N;N;961.5;120.0;115.4;67.894;140.0;32.2;722.1;844.8;2869.2
F2007080619;Y07_08;Ambohitsilaozana;lowland;27.2;ca;Y2;2007-11-27;N;N;918.8;0.0;0.0;0.0;3.4;120.8;798.7;844.8;2616.7
F2007080620;Y07_08;Ambohitsilaozana;lowland;7.0;till;Y0;2008-01-03;N;N;3581.7;57.3;114.6;38.964;86.9;1.2;665.5;844.8;3008.6
F2007080621;Y07_08;Ambohitsilaozana;lowland;29.1;ca;Y1;2008-01-01;N;N;858.2;0.0;0.0;0.0;88.4;15.6;665.5;844.8;2001.4
F2007080622;Y07_08;Ambohitsilaozana;lowland;24.0;till;Y0;2007-12-29;N;N;2083.3;62.5;104.2;40.212;117.7;33.3;692.8;844.8;1983.3
F2007080623;Y07_08;Ambohitsilaozana;lowland;49.0;till;Y0;2007-12-04;N;N;3574.3;0.0;30.6;3.366;3.4;297.5;803.2;844.8;2122.1
F2007080624;Y07_08;Ambohitsilaozana;lowland;48.0;till;Y0;2007-12-04;N;N;2602.0;0.0;20.8;2.288;3.4;297.5;803.2;844.8;2052.5
F2007080625;Y07_08;Ambohitsilaozana;lowland;31.0;till;Y0;2007-12-19;Y;N;1209.7;100.0;70.0;53.7;87.4;70.6;804.9;844.8;2432.3
F2007080626;Y07_08;Ambohitsilaozana;lowland;190.5;ca;Y1;2007-12-24;N;Y;0.0;78.7;81.0;45.112;140.0;32.2;727.9;844.8;904.0
F2007080627;Y07_08;Ambohitsilaozana;lowland;36.8;till;Y0;2007-12-05;Y;N;1020.4;0.0;0.0;0.0;3.4;298.3;803.7;844.8;2013.6
F2007080628;Y07_08;Ambohitsilaozana;lowland;36.0;till;Y0;2008-01-03;N;N;2083.3;69.4;0.0;31.924;86.9;1.2;665.5;844.8;2591.7
F2007080629;Y07_08;Ambohitsilaozana;lowland;70.0;till;Y0;2007-12-27;N;N;3571.4;0.0;21.4;2.354;140.8;32.2;717.5;844.8;2630.0
F2007080630;Y07_08;Ambohitsilaozana;lowland;48.0;till;Y0;2008-01-03;N;N;1562.5;0.0;0.0;0.0;86.9;1.2;665.5;844.8;1468.8
F2007080631;Y07_08;Ambohitsilaozana;lowland;12.6;till;Y0;2007-12-21;N;N;1984.1;0.0;0.0;0.0;112.7;68.7;804.9;844.8;2960.3
F2007080632;Y07_08;Ambohitsilaozana;lowland;14.3;till;Y0;2007-12-22;N;N;1750.7;42.0;0.0;19.32;128.9;37.4;777.5;844.8;3599.4
F2007080633;Y07_08;Ambohitsilaozana;lowland;47.0;till;Y0;2008-01-03;N;N;1276.6;31.9;42.6;19.36;86.9;1.2;665.5;844.8;2225.5
F2007080634;Y07_08;Ambohitsilaozana;hillside;10.0;till;Y0;2007-12-29;N;N;2500.0;30.0;0.0;13.8;117.7;33.3;692.8;844.8;3350.0
F2007080635;Y07_08;Ambohitsilaozana;lowland;30.0;ca;Y1;2007-12-29;N;N;416.7;0.0;0.0;0.0;117.7;33.3;692.8;844.8;1406.7
F2007080636;Y07_08;Ambohitsilaozana;lowland;50.0;ca;Y2;2007-12-12;Y;Y;1500.0;60.0;50.0;33.1;0.0;291.3;803.9;844.8;932.0
F2007080637;Y07_08;Ambohitsilaozana;lowland;12.4;till;Y0;2008-01-11;N;N;0.0;40.3;0.0;18.538;38.5;9.1;641.5;844.8;1225.8
F2007080638;Y07_08;Ambohitsilaozana;lowland;10.1;ca;Y1;2007-12-05;Y;Y;1237.6;49.5;0.0;22.77;3.4;298.3;803.7;844.8;1465.3
F2007080639;Y07_08;Ambohitsilaozana;lowland;30.2;till;Y0;2007-12-28;N;N;3311.3;0.0;66.2;7.282;145.1;32.2;718.1;844.8;1837.7
F2007080640;Y07_08;Ambohitsilaozana;lowland;12.8;till;Y0;2007-12-22;N;N;1950.1;46.8;62.4;28.392;128.9;37.4;777.5;844.8;3447.7
F2007080641;Y07_08;Ambohitsilaozana;lowland;5.0;till;Y0;2008-01-02;N;N;5000.0;120.0;106.0;66.86;88.9;1.6;665.5;844.8;3200.0
F2007080642;Y07_08;Ambohitsilaozana;lowland;6.5;till;Y0;2008-01-02;N;N;3846.2;123.1;145.0;72.576;88.9;1.6;665.5;844.8;3753.8
F2007080643;Y07_08;Ambohitsilaozana;lowland;8.6;till;Y0;2007-12-29;N;N;2907.0;34.9;34.9;19.893;117.7;33.3;692.8;844.8;3662.8
F2007080644;Y07_08;Ambohitsilaozana;lowland;25.0;till;Y0;2007-12-21;Y;N;1500.0;0.0;0.0;0.0;112.7;68.7;804.9;844.8;1920.0
F2007080645;Y07_08;Ambohitsilaozana;lowland;45.3;till;Y0;2008-01-04;N;N;552.1;0.0;55.2;6.072;86.9;1.2;664.7;844.8;3644.0
F2007080646;Y07_08;Ambohitsilaozana;lowland;23.0;till;Y0;2008-01-05;N;N;0.0;0.0;0.0;0.0;61.6;1.2;660.4;844.8;2873.9
F2007080647;Y07_08;Ambohimiarina;lowland;8.0;till;Y0;2008-01-05;N;N;0.0;0.0;50.0;5.5;170.4;5.4;824.4;1062.2;2000.0
F2007080648;Y07_08;Ambohimiarina;lowland;6.6;ca;Y3;2007-12-23;N;Y;0.0;0.0;76.3;8.393;165.6;53.8;962.4;1062.2;1832.1
F2007080649;Y07_08;Ambohimiarina;lowland;10.0;till;Y0;2008-01-03;N;N;0.0;0.0;0.0;0.0;226.2;5.4;825.0;1062.2;1600.0
F2007080650;Y07_08;Ambohimiarina;lowland;3.8;ca;Y2;2007-12-23;N;N;0.0;26.7;40.0;16.682;165.6;53.8;962.4;1062.2;2666.7
F2007080651;Y07_08;Ambohimiarina;lowland;16.0;ca;Y3;2007-12-23;N;Y;0.0;0.0;31.3;3.443;165.6;53.8;962.4;1062.2;2187.5
F2007080652;Y07_08;Ambohimiarina;lowland;7.1;ca;Y4+;2008-01-08;N;Y;0.0;0.0;70.0;7.7;124.4;7.4;791.2;1062.2;2100.8
F2007080653;Y07_08;Ambohimiarina;lowland;5.1;till;Y0;2008-01-13;N;N;2941.2;39.2;0.0;18.032;200.0;6.8;706.0;1062.2;2549.0
F2007080654;Y07_08;Ambohimiarina;lowland;9.8;till;Y0;2008-01-15;N;N;2540.7;40.7;0.0;18.722;181.8;6.8;706.4;1062.2;2134.1
F2007080655;Y07_08;Ambohimiarina;lowland;12.3;ca;Y2;2007-12-27;N;Y;2439.0;32.5;122.0;28.37;167.6;41.8;926.6;1062.2;2276.4
F2007080656;Y07_08;Ambohimiarina;lowland;71.9;till;Y0;2007-12-26;N;N;2783.2;13.9;27.8;9.452;167.6;41.8;931.0;1062.2;3200.7
F2007080657;Y07_08;Ambohimiarina;lowland;9.1;ca;Y4+;2007-12-24;N;Y;0.0;0.0;110.3;12.133;198.2;43.4;934.2;1062.2;1874.3
F2007080659;Y07_08;Ambohimiarina;lowland;5.5;till;Y0;2007-12-20;N;N;2742.2;36.6;54.8;22.864;96.0;72.8;990.6;1062.2;1828.2
F2007080660;Y07_08;Ambohimiarina;lowland;5.0;till;Y0;2007-12-27;N;N;0.0;120.0;100.0;66.2;167.6;41.8;926.6;1062.2;3400.0
F2007080661;Y07_08;Ambohimiarina;lowland;10.0;till;Y0;2008-01-16;N;N;0.0;20.0;40.0;13.6;119.0;6.6;706.2;1062.2;2800.0
F2007080662;Y07_08;Ambohimiarina;lowland;20.0;till;Y0;2008-01-15;N;N;0.0;0.0;50.0;5.5;181.8;6.8;706.4;1062.2;2750.0
F2007080663;Y07_08;Ambohimiarina;lowland;7.1;ca;Y4+;2007-11-25;N;N;4213.5;30.0;50.0;19.3;14.6;207.2;1013.2;1062.2;2707.0
F2007080664;Y07_08;Ambohimiarina;lowland;19.9;ca;Y1;2007-11-28;Y;Y;0.0;50.2;75.2;31.364;1.8;122.2;1015.4;1062.2;2507.5
F2007080665;Y07_08;Ambohimiarina;lowland;22.0;ca;Y3;2007-11-27;N;N;0.0;40.9;0.0;18.814;2.0;122.2;1013.2;1062.2;3181.8
F2007080666;Y07_08;Ambohimiarina;lowland;16.4;till;Y0;2007-12-26;N;N;0.0;0.0;0.0;0.0;167.6;41.8;931.0;1062.2;2443.5
F2007080667;Y07_08;Ambohimiarina;lowland;15.8;ca;Y3;2007-12-27;N;N;2222.2;25.4;0.0;11.684;167.6;41.8;926.6;1062.2;2349.2
F2007080668;Y07_08;Ambohimiarina;lowland;12.0;ca;Y1;2007-12-27;Y;Y;3750.0;50.0;83.3;32.163;167.6;41.8;926.6;1062.2;2916.7
F2007080669;Y07_08;Ambohimiarina;lowland;7.4;ca;Y1;2007-11-28;N;Y;0.0;54.4;0.0;25.024;1.8;122.2;1015.4;1062.2;3401.4
F2007080670;Y07_08;Ambohimiarina;lowland;9.2;ca;Y3;2007-11-27;N;Y;0.0;54.4;0.0;25.024;2.0;122.2;1013.2;1062.2;3155.6
F2007080671;Y07_08;Ambohimiarina;lowland;7.2;ca;Y2;2007-12-26;N;Y;0.0;55.3;0.0;25.438;167.6;41.8;931.0;1062.2;3319.5
F2007080672;Y07_08;Ambohimiarina;lowland;75.0;till;Y0;2008-01-04;Y;Y;3000.0;133.3;100.0;72.318;226.2;5.4;825.0;1062.2;2893.3
F2007080673;Y07_08;Ambohimiarina;lowland;15.0;ca;Y3;2008-01-05;N;N;2400.0;0.0;0.0;0.0;170.4;5.4;824.4;1062.2;1466.7
F2007080674;Y07_08;Ambohimiarina;lowland;8.0;ca;Y1;2008-01-10;N;N;3125.0;37.5;50.0;22.75;129.0;8.6;704.4;1062.2;1375.0
F2007080675;Y07_08;Ambohimiarina;lowland;8.5;till;Y0;2007-12-24;N;N;0.0;71.0;59.2;39.172;198.2;43.4;934.2;1062.2;3076.9
F2007080676;Y07_08;Ambohimiarina;lowland;2.1;ca;Y1;2008-01-09;N;N;2843.6;23.7;47.4;16.116;127.0;7.6;728.6;1062.2;1895.7
F2007080677;Y07_08;Ambohimiarina;lowland;6.6;ca;Y1;2008-01-09;N;N;2272.7;30.3;30.3;17.271;127.0;7.6;728.6;1062.2;1818.2
F2007080679;Y07_08;Ambohimiarina;lowland;25.0;ca;Y1;2008-01-08;Y;Y;0.0;0.0;60.0;6.6;124.4;7.4;791.2;1062.2;1800.0
F2007080680;Y07_08;Ambohimiarina;lowland;6.8;ca;Y4+;2007-12-01;N;Y;1468.4;44.1;73.4;28.36;2.2;265.4;1015.2;1062.2;1762.1
F2007080681;Y07_08;Ambohimiarina;lowland;30.0;till;Y0;2007-12-19;N;N;5000.0;73.3;100.0;44.718;96.0;73.4;990.6;1062.2;1666.7
F2007080682;Y07_08;Ambohimiarina;lowland;16.2;ca;Y4+;2007-12-22;N;Y;1851.9;61.7;0.0;28.382;154.0;53.8;978.6;1062.2;1851.9
F2007080683;Y07_08;Ambohimiarina;lowland;17.0;till;Y0;2007-12-17;N;Y;1764.7;58.8;0.0;27.048;91.6;71.4;1021.0;1062.2;2058.8
F2007080684;Y07_08;Ambohimiarina;lowland;30.0;till;Y0;2007-12-26;N;N;0.0;33.3;50.0;20.818;167.6;41.8;931.0;1062.2;3166.7
F2007080685;Y07_08;Ambohimiarina;lowland;3.2;ca;Y1;2007-12-28;N;N;0.0;0.0;0.0;0.0;169.0;40.6;926.6;1062.2;2812.5
F2007080686;Y07_08;Ambohimiarina;lowland;2.2;ca;Y4+;2007-12-29;N;N;0.0;44.8;0.0;20.608;162.6;45.0;870.8;1062.2;2600.9
F2007080687;Y07_08;Ambohimiarina;lowland;3.5;ca;Y1;2008-01-10;N;N;2857.1;28.6;28.6;16.302;129.0;8.6;704.4;1062.2;1428.6
